SMILES	MolWt	LogP	HBD	HBA	RotatableBonds	TPSA	Volume	LipinskiViolations	NumAtoms
C=CC(=O)Nc1ccc(-n2c(=O)c(C)nc3cnc(Nc4ccc(OC)cc4)nc32)cc1	428.45	3.36	2	8	6	111.03	257.93	0	32
COc1cccc(-n2c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n3c4ccccc4nc23)c1	532.61	4.09	1	10	5	92.82	320.62	1	40
COc1ccc(-n2nc(C(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4cc(C)c5[nH]ncc5c4)n3)c3ccccc23)cc1	639.72	8.31	4	9	9	143.9	385.1	2	48
CN(C(=O)N(CCCl)N=O)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1	463.72	4.91	1	6	6	90.79	278.33	0	28
COc1cc(OC)cc(N(CCn2cccc2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl	491.0	5.11	0	8	8	70.23	295.29	1	35
Cc1ccc(NC(=O)c2ccc(C(=O)Nc3ccccc3N)s2)cc1Nc1ncc(-c2cccnc2)s1	526.65	6.41	4	8	7	122.03	316.94	2	37
Cc1nc(NCCO)cc(Nc2ncc(C(=O)Nc3c(Cl)ccnc3C)s2)n1	419.9	3.0	4	9	7	124.95	252.47	0	28
Nc1nc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)c2cc(C3=CCN(C4COC4)CC3)[nH]c2n1	578.65	4.51	3	8	6	122.29	348.34	1	43
O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccc(N2C[C@H](O)[C@@H](O)C2)c(-c2cncs2)c1	465.45	3.5	3	7	5	94.92	280.18	0	32
Cc1ccoc1C(=O)Nc1cccc(Oc2ccnc3cc(C(=O)O)sc23)c1	394.41	4.94	2	6	5	101.66	237.39	0	28
O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21	262.27	2.81	2	4	0	58.2	157.88	0	20
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1	569.06	6.12	3	8	10	121.19	342.29	2	41
O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1	544.68	4.28	3	7	8	102.59	327.85	1	39
Nc1nc(Nc2cccc(C(F)(F)F)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1	452.27	6.2	3	4	4	79.62	271.72	1	30
CNC(=O)n1ccc2cc(Oc3ccnc(NC(=O)c4cnn(C5CCN(C[C@H](C)O)CC5)c4)c3)c(OC)cc21	547.62	3.49	3	10	8	135.77	329.67	1	40
CC(C)(C)n1nc(-c2cnc3cc(OC4CCC4)ccc3c2)c(C(N)=O)c1N	379.46	3.47	2	6	4	109.05	228.43	0	28
CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(F)cccc1F	372.38	3.47	3	5	2	105.82	224.19	0	27
Fc1ccc(Nc2ncnc3nc(Nc4ccccc4)sc23)cc1Cl	371.83	5.37	2	6	4	62.73	223.52	1	25
C=C(F)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1	485.47	3.95	2	6	6	116.47	292.27	0	35
COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCC[C@@H]2C(=O)N1	506.37	4.17	2	7	6	88.61	304.28	1	34
CCN(CC)CCn1c2ccc(OC)cc2c2c(Nc3cccc(Br)c3)ncnc21	468.4	5.44	1	6	8	55.21	281.4	1	30
Cc1ccc(F)c(NC(=O)Nc2csc(-c3cc4ccccc4n3C(N)=O)c2)c1	408.46	5.39	3	4	3	89.15	245.85	1	29
NC(=O)C(Nc1c(Nc2ccncc2)c(=O)c1=O)c1cccc(O)c1	338.32	0.77	4	7	6	134.41	203.68	0	25
c1ccc2c(c1)ncn2-c1ccncc1	195.23	2.42	0	3	1	30.71	117.52	0	15
COc1cccc(Nc2ncnc3ccncc23)c1N	267.29	2.36	2	6	3	85.95	160.91	0	20
CCNC(=O)Nc1nc2ccc(C(=O)Nc3ccncc3)cc2[nH]1	324.34	2.35	4	4	4	111.8	195.26	0	24
COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2N1CCOCC1	577.86	4.04	1	9	6	87.2	347.03	1	36
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCNC1	314.32	1.45	3	7	2	101.88	189.23	0	23
COC(=O)c1cccc2ncn(-c3ccccc3)c12	252.27	2.81	0	4	2	44.12	151.86	0	19
COc1cc2ncc(C#N)c(Nc3cc(OC)c(OC)c(OC)c3)c2cc1OC	395.42	3.89	1	8	7	94.86	238.04	0	29
CCN(CC)CCOc1ccc(Nc2ncc3c(n2)N2CCC(=O)N2C(c2c(Cl)cccc2Cl)=C3)cc1	539.47	5.71	1	7	9	73.83	324.2	2	37
CCS(=O)(=O)Nc1cc(-c2ccc3ncnc(Nc4cccc(C(=O)OC)c4)c3c2)cnc1OC	493.55	3.99	2	9	8	132.4	297.07	0	35
CN1CCN(Cc2cc(-c3ccc4c(Nc5ccc(Cl)cc5Cl)c(C#N)cnc4c3)co2)CC1	492.41	6.16	1	6	5	68.33	295.86	1	34
Nc1n[nH]c2cccc(-c3ccc(NC(=S)Nc4cc(Br)ccc4OC(F)(F)F)cc3)c12	522.35	6.28	4	4	4	87.99	313.86	2	32
COc1cc(OC)cc(N(C[C@@H]2C[C@H]2c2ccccn2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	492.58	5.38	0	8	8	78.19	296.52	1	37
COc1cc2c(N3CCN(/C(S)=N\Cc4ccc(Cl)nc4)CC3)ncnc2cc1OCCN1CCCCC1	556.14	4.16	1	8	8	79.21	334.47	1	38
CCOc1ccc(-c2csc3ncnc(Nc4cccc(O)c4)c23)cc1	363.44	5.21	2	6	5	67.27	218.74	1	26
CCn1c(=O)ccc2cnc(Nc3ccccc3)nc21	266.3	2.56	1	5	3	59.81	160.31	0	20
C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OC)c3OC)ncc2Br)c1	471.31	4.92	2	7	8	94.6	283.17	0	30
Cc1nc(NC(=O)NC(=O)C(C)(C)C)ccc1Oc1ccnc(-c2cnn(C)c2)c1	408.46	3.67	2	7	4	111.03	245.9	0	30
O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(Br)cc2)=N1	479.2	4.99	0	4	2	45.03	287.3	0	25
CC(C)(C)NC(=O)Nc1ccc2[nH]nc(-c3nc4cc(N5CCC(N6CCCCC6)CC5)ccc4[nH]3)c2c1	514.68	5.48	4	5	4	104.97	309.83	2	38
C#Cc1cccc(Nc2nc(N)nc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1	408.29	5.16	3	4	4	79.62	245.22	1	28
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCC1	299.31	2.65	2	6	2	89.85	180.19	0	22
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1	632.66	5.77	2	8	12	111.25	380.87	2	46
Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1	270.72	3.61	2	4	2	63.83	162.69	0	19
CN(CCO)c1ncc(C(=O)Nc2ccc(OC(F)(F)F)cc2)cc1-c1cccnc1	432.4	3.72	2	6	7	87.58	260.33	0	31
CC(C)n1nc(-c2cccc(NS(C)(=O)=O)c2)c2c(N)ncnc21	346.42	2.03	2	7	4	115.79	208.51	0	24
COc1ccccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2o1	345.4	5.07	1	5	5	60.18	207.92	1	26
COc1ccc(-c2ccc(OC(F)(F)F)c(NC(=O)Nc3ccncc3)c2)cn1	404.35	4.69	2	5	5	85.37	243.44	0	29
CNC(=O)c1ccc(F)c(-c2cnc3cc(-c4cnn(C)c4)c(OC)nn23)c1	380.38	2.3	1	7	4	86.34	229.0	0	28
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)ccc1N(C)CCN(C)C	481.6	4.66	2	7	9	78.32	289.92	0	36
CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@H]1CCCCN(C/C=C/c2ccccc2)C1=O	529.53	2.42	4	5	10	145.27	318.79	1	37
CN(C)CCNc1cc(Cc2ccccc2)c2c(N)c(C(=O)N/N=C/c3cccn3C)sc2n1	475.62	3.55	3	8	9	100.57	286.27	0	34
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N2CCC(CN3CCN(C)CC3)C2=O)cc1)c1ccccc1	565.67	4.01	2	7	7	94.22	340.52	1	42
COc1cc2ncc(C#N)c(Nc3ccccc3Cl)c2cc1OC	339.78	4.52	1	5	4	67.17	204.26	0	24
CNC(=O)n1ccc2cc(Oc3ccnc(NC(=O)c4ccc(C5CCN(C[C@@H](C)O)CC5)cc4)c3)c(OCCCOC)cc21	615.73	5.24	3	9	12	127.18	370.67	2	45
CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(C)cc1	306.41	4.31	0	2	2	32.67	184.44	0	23
CC(C)c1cc(NC(=O)Nc2ccc(Oc3cc(Nc4ccc5[nH]ncc5c4)ncn3)c3ccccc23)n(-c2ccc(=O)n(CCO)c2)n1	656.71	6.15	5	11	10	176.9	395.34	3	49
[O-][n+]1ccc2c(-c3ccc(F)cc3Cl)ccnc2c1-c1c(Cl)cccc1Cl	419.67	6.3	0	2	2	39.83	251.8	1	27
Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(F)c3)c21	445.38	5.56	2	5	4	81.07	268.14	1	32
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N(C)C	467.53	4.02	1	8	7	98.06	281.45	0	35
C=C(F)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1	485.47	3.95	2	6	6	116.47	292.27	0	35
Cc1c(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)ncnc1-c1ccccc1	419.89	6.57	1	4	6	47.04	252.48	1	30
OC[C@H]1O[C@H](Oc2ccc3ccccc3c2)[C@H](O)[C@@H]1O	276.29	0.66	3	5	3	79.15	166.33	0	20
Cl.O=C(CCN1CCCCC1)c1ccc(OCc2ccccc2)cc1	359.9	4.75	0	3	7	29.54	216.36	0	25
CCOC(=O)C1=C2C(=NC1=O)c1cccc3c(SC(C)C)ccc2c13	351.43	4.0	0	4	4	55.73	211.5	0	25
COc1cc(OC)c(Cl)c(N(CCCN2CCCC2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1.Cl	543.5	5.75	0	8	9	68.54	326.62	2	37
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cn4ccnc4)cc3)ncc2F)c1	429.46	4.47	3	7	8	96.76	258.54	0	32
Nc1nc(Nc2ccc(Cl)cc2F)c2cc(Cc3cccc4ccccc34)[nH]c2n1	417.88	5.82	3	4	4	79.62	251.27	1	30
C#Cc1cccc(Nc2ncnc3ccc(OCc4ccc(C(=O)Nc5ccccc5N)cc4)cc23)c1	485.55	5.77	3	6	7	102.16	292.28	1	37
Nc1ccc2ncncc2c1	145.17	1.21	1	3	0	51.8	87.39	0	11
COc1cc(/C=C2\CCC/C(=C\c3ccc(OC)c(O)c3)C2=O)cc(OC)c1	380.44	4.64	1	5	5	64.99	229.01	0	28
COc1cc(N2CCC(N3CCOCC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1	716.79	7.04	2	10	9	109.15	431.51	2	53
Nc1c(-c2nc3ccccc3[nH]2)c(=O)[nH]c2ccccc12	276.3	2.65	3	3	1	87.56	166.33	0	21
c1ccc2sc(-c3ccc(Nc4ncnc5ccsc45)cc3)nc2c1	360.47	5.71	1	6	3	50.7	216.9	1	25
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccncc23)cc1	347.81	4.41	1	5	4	63.59	209.09	0	25
CC(=O)Nc1nc(-c2ccc(Cl)c(F)c2)cs1	270.72	3.56	1	3	2	41.99	162.65	0	17
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CC(CO)C2)c(-c2cnc(Cl)c(F)c2)c1	496.85	4.52	2	6	6	87.58	298.85	0	34
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cncnc21	306.15	3.3	0	4	1	47.78	183.74	0	20
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Cc4ccccn4)cc3)ncnc2cn1	439.52	3.81	2	7	8	95.93	264.59	0	33
CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5ccccc5)cc4)c4c(N)ncnc43)CC2)CC1	482.64	4.55	2	8	5	88.13	290.54	0	36
COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl	388.81	4.22	2	7	5	94.6	233.79	0	27
COC(=O)CN(CCCNC(=O)c1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)c(F)c3)c2s1)CC(=O)OC	655.68	5.09	3	10	13	148.19	394.69	2	46
CCNC(=O)Nc1nc2ccc(-c3ccccc3OC)cc2s1	327.41	4.11	2	4	4	63.25	197.05	0	23
CN(C)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	401.31	3.89	2	6	7	65.97	241.02	0	25
COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O)cc1C2=O	284.27	2.19	2	5	1	83.83	171.13	0	21
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(SCCN4CCCC4)cc3)nc12	492.05	6.29	2	7	7	74.17	295.88	1	34
Cc1cc(C)cc(NC(=O)NCc2ccc(-c3n[nH]c4c3Cc3cc(CN5CCN(C)CC5)ccc3-4)s2)c1	526.71	5.4	3	5	6	76.29	317.02	2	38
O=C1Nc2ccc(C(=O)O)cc2/C1=C/c1cc2c([nH]1)CCCC2	308.34	3.08	3	2	2	82.19	185.61	0	23
CCC(=O)N1CCC[C@@H](n2c(=O)c(-c3ccccc3)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1	579.75	5.14	1	8	6	86.6	349.0	2	43
C=CC(=O)Nc1cc2c(Nc3ccc(Cl)nc3)ncnc2cc1OCCNC(C)=O	426.86	3.06	3	7	8	118.13	256.7	0	30
C=C(C(=O)N1CCN(C(=O)Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)[C@H](C)C1)C(F)(F)F	602.37	5.98	1	7	5	96.89	362.1	2	40
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1	458.58	5.35	1	5	8	42.32	276.05	1	34
Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(Cl)ccc3O)cc12	470.96	6.1	4	5	6	94.06	283.22	1	34
CC(C)c1ccc(Nc2nc(N)nc3c2-c2ccccc2C3)cc1	316.41	4.5	2	4	3	63.83	190.46	0	24
COc1cc(CCc2cc(-c3nc4ccc(C(=O)NC5CCOCC5)cc4[nH]3)n[nH]2)cc(OC)c1	475.55	3.66	3	6	8	114.15	286.28	0	35
CC(C)OP(=O)(O)Oc1ccccc1C=O	244.18	2.4	1	4	5	72.83	147.02	0	16
COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC	469.42	6.11	2	5	6	81.71	282.61	1	34
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21	427.29	4.54	2	6	4	80.04	256.67	0	29
CCCCCCc1cn(CCn2nc(-c3ccccc3)c3c(N)ncnc32)nn1	390.5	3.49	1	8	9	100.33	235.08	0	29
COc1cc(OC)cc(N(CC(NC(C)C)C(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	488.64	5.21	1	8	10	77.33	294.15	1	36
COCCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Oc5cccc6c5CCN6)cc4)CC3)c2cc1OCCOC	614.7	4.79	2	10	12	119.54	370.05	1	45
COc1cc(OC)c(Cl)c(N2Cc3cnc(Nc4ccc(F)c(F)c4)nc3N(C3CCN(C(=O)/C=C/CN(C)C)CC3)C2=O)c1Cl	676.55	5.88	1	8	9	103.37	406.74	2	46
Cc1ccc(O)cc1CC[C@@H]1[C@@H](O)CC[C@]2(C)[C@@H]([C@H](C)/C=C/CC(C)C)CC[C@@H]12	398.63	6.68	2	2	7	40.46	239.95	1	29
COc1cc2ncnc(Nc3ccc(Cc4ccccn4)cc3)c2cc1NC(=O)/C=C/CN1CCCC1	494.6	4.96	2	7	9	92.27	297.74	0	37
C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)N1CCOCC1	593.84	4.47	3	7	8	117.71	356.66	1	37
CCCN(c1ccc(OC)cc1)c1nc(C)nc2oc(C)cc12	311.39	4.4	0	5	5	51.39	187.45	0	23
C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)c1	570.65	3.15	2	11	8	126.62	343.54	2	42
C[C@@H](c1cccc(F)c1)n1ncc2cc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)ccc21	501.57	4.08	2	9	8	90.53	301.95	1	37
CC(C)n1nc(C#Cc2cccc(O)c2)c2c(N)ncnc21	293.33	2.09	2	6	1	89.85	176.58	0	22
O=C(Cc1ccccc1)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CO)c1nc(Cc2ccc3ccccc3c2)no1	630.59	3.4	5	8	13	184.11	379.63	1	45
C=CC[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC=C)NC(C)=O)[C@@H](C)CC)C(N)=O	1335.54	-5.98	19	18	45	585.86	804.06	3	95
COc1ccc2c(c1)CCN2c1nc(C)nc2oc(C)cc12	295.34	3.54	0	5	2	51.39	177.79	0	22
COCCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C	551.65	4.85	2	9	12	106.43	332.09	1	41
COc1cc(CNCCN(C)C)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1	460.58	3.43	4	7	11	98.33	277.26	0	34
N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c([N+](=O)[O-])c1	281.23	1.47	2	7	3	160.76	169.31	0	21
COc1cc(Nc2ncnc3cc(OCC4CN(C)CCO4)c(OC)cc23)c(OC)cc1Cl	474.95	3.76	1	9	8	87.2	285.64	0	33
COc1cc2ncnc(Nc3cccc(B(O)O)c3)c2cc1OC	325.13	1.07	3	7	5	96.73	195.86	0	24
Cc1ccc2nc(Nc3c(C#N)cnc4cc(OCCCN5CCCCC5)c(C)cc34)sc2c1	471.63	6.33	1	7	7	74.07	283.86	1	34
Nc1nc(Nc2cccc(Br)c2)c2cc(CCc3ccccc3Cl)[nH]c2n1	442.75	5.48	3	4	5	79.62	265.68	1	27
COc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3)c2cc1OCCCN1CCOCC1	463.37	4.79	1	7	8	68.74	278.39	0	31
Cc1cccc(Nc2nnc3cc(-c4c(C)cccc4C)cc(C)c3n2)c1	354.46	5.67	1	4	3	50.7	213.36	1	27
CC(=O)Nc1cc(-c2c(C)cccc2C)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12	496.62	5.49	2	7	8	92.27	298.95	1	37
COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(CCC(=O)NO)c4)nc3c2)c1	519.61	3.54	3	10	12	126.66	312.81	1	38
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N2C(=O)CC[C@H]2CN2CCN(C)CC2)cc1)c1ccccc1	565.67	4.15	2	7	7	94.22	340.52	1	42
CCO.Nc1ccc2sc3c(Nc4ccccc4)ncnc3c2c1	338.44	4.17	3	6	2	84.06	203.69	0	24
CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](C)c1nc(Cc2cccc(Cl)c2)no1	522.88	2.71	4	7	10	163.88	314.52	1	35
COc1cc(OC)cc(N(c2ccc3ncc(-c4cnn(C)c4)nc3c2)C(C)C(=O)NC(C)C)c1	474.57	4.1	1	8	8	94.4	285.69	0	35
CNC(=O)CNCCOc1ccc(-n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)cc1	446.51	2.39	3	8	9	116.32	268.8	0	33
c1ccc(CCCN(c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)n2ccnc2)cc1	465.59	6.02	2	7	8	74.66	280.23	1	34
Cc1c2cc(Cl)ccc2n2cc(Cc3ccccc3)[nH]c(=O)c12	322.8	4.33	1	2	2	37.27	194.03	0	23
CN1CCN(Cc2ccc3[nH]c(-c4c(N)c5ccccc5[nH]c4=O)nc3c2)CC1	388.48	2.4	3	5	3	94.04	233.86	0	29
COc1cc(OC)c(Cl)c(N(CCO)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	439.9	3.83	1	8	7	85.53	264.54	0	31
Cc1ccccc1Nc1nnc(-c2cccnc2CCc2ccncc2)o1	357.42	4.36	1	6	6	76.73	215.16	0	27
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(OC)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C	557.61	3.64	2	10	12	131.98	335.68	1	41
Cc1ncncc1-c1cc(C(=O)Nc2ccc(OC(F)(F)Cl)cc2)ccc1N1C[C@H](O)[C@@H](O)C1	490.89	3.41	3	7	6	107.81	295.25	0	34
COc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1	366.81	4.5	3	6	5	87.75	220.54	0	26
C=CC(=O)Nc1cccc(-c2coc3ncnc(N[C@H](CO)c4ccccc4)c23)c1	400.44	4.16	3	6	7	100.28	241.06	0	30
CCS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21	582.0	5.19	2	8	10	115.21	350.07	2	39
C[C@@H](Nc1ncnc2[nH]c(-c3ccc(S(C)(=O)=O)cc3)cc12)c1ccccc1	392.48	4.2	2	5	5	87.74	236.22	0	28
CC(C)(C)n1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21	317.4	3.98	1	5	1	69.62	191.06	0	24
Cc1nc2cc(-n3ncc(C(=O)c4cc5ccc(-c6ccc(F)cn6)cc5[nH]4)c3N)ccc2[nH]1	451.47	4.55	3	6	4	118.27	271.78	0	34
COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](C5CCN(C)CC5)CC4)c4ncnc(N)c34)cc2[nH]1	550.71	5.62	2	8	6	110.77	331.52	2	41
CC(C)N(CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)C(C)C	454.94	4.62	2	6	6	83.04	273.6	0	32
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1	277.5	5.3	1	1	4	12.03	167.03	1	20
COCCNc1cccc2[nH]c(C(=O)c3cnn(-c4ccc5[nH]c(C)nc5c4)c3N)cc12	429.48	3.41	4	7	7	126.64	258.55	0	32
COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)n(C)c34)c3ccccc23)cn1	578.63	5.74	3	9	6	140.98	348.34	2	43
COc1nc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(=O)(=O)C2CC2)n1	545.07	3.68	3	10	9	124.61	327.82	1	37
COc1ccccc1/C=C/c1nc(Nc2ccc3c(c2)OCO3)c2ccccc2n1	397.43	5.28	1	6	5	65.5	239.24	1	30
CN(CCOS(=O)(=O)CCc1cn(CCCC(=O)N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)nn1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1	966.89	5.48	2	14	17	201.5	581.47	3	65
NC(=O)c1ccc2c(c1)ncn2-c1ccccc1	237.26	2.12	1	3	2	60.91	142.83	0	18
COc1cccc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1	476.58	3.67	1	9	7	75.22	286.9	0	35
COC(=O)C(=O)C(=O)c1ccc(CC(NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)cc1	663.68	-2.11	7	11	19	277.46	399.56	3	47
Nc1c(F)cccc1Nc1ncnc2ccncc12	255.26	2.49	2	5	2	76.72	153.67	0	19
Cc1cccc2c1/C(=C/c1ccc(N3CCN(C=O)CC3)cc1)C(=O)N2	347.42	2.77	1	3	3	52.65	209.13	0	26
CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(C)o4)c(C(C)C)c23)c(F)cc1F	443.41	3.52	2	9	6	119.47	266.96	0	32
C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCOCCOC(=O)CC(=O)OCC	605.42	4.29	2	10	14	137.97	363.91	1	39
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)[nH]c4n3)cc2)CC1	400.49	3.59	3	7	5	85.0	241.09	0	30
C[C@@H](Nc1ncnc2[nH]c(-c3ccc(NC(=O)CCC(=O)NO)cc3)cc12)c1ccccc1	444.5	4.02	5	6	8	132.03	267.58	0	33
COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCCCN1CCOCC1	472.93	3.87	1	9	8	87.2	284.43	0	33
Nc1nccn2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1)nc2[C@H]1C[C@@H](CN2CCC2)C1	460.59	5.39	1	6	5	72.34	277.25	1	35
CN(CCO)c1ncc(C(=O)Nc2ccc(SC(F)(F)F)cc2)cc1-c1cncnc1	449.46	3.83	2	7	7	91.24	270.55	0	31
Cc1nc(Nc2cc(-c3ccc(CNC(=O)OCc4cc(C)on4)cc3)n[nH]2)cc(N2CCN(CCO)CC2)n1	547.62	2.76	4	11	10	157.56	329.68	2	40
C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCOCC4)cc3)nc3[nH]cc(-c4cncc(NC)n4)c23)CC1	555.64	3.59	3	10	8	133.42	334.5	1	41
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCOCC1	432.84	4.01	1	7	4	85.81	260.3	0	30
COc1cc(OC)cc(N(CC#Cc2ccc(C#N)cc2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	500.56	5.11	0	8	6	89.09	301.32	2	38
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(NCCc2ccccn2)ncn1	608.63	7.19	3	8	9	109.65	366.4	2	45
