SMILES	MolWt	LogP	HBD	HBA	RotatableBonds	TPSA	Volume	LipinskiViolations	NumAtoms
Cc1ccc(NC(=O)c2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12	561.61	4.42	2	6	6	73.11	338.09	1	41
COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1OC1CCN(C)C1	463.76	4.88	1	6	5	59.51	278.34	0	28
COc1cc(-n2cc(CN3CCC(C)CC3)nn2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	611.17	5.62	2	11	10	127.16	367.6	3	42
CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1	392.39	3.82	4	5	7	94.73	236.24	0	28
CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1	392.39	3.82	4	5	7	94.73	236.24	0	28
Cc1nc2cc(-n3ncc(C(=O)c4cc5c(C(C)C)cccc5[nH]4)c3N)ccc2[nH]1	398.47	4.47	3	5	4	105.38	239.87	0	30
O=C(Nc1ccc(C#Cc2ccc3nc(NC(=O)Nc4ccc(F)c(Cl)c4)cn3n2)cc1)Nc1ccc(F)c(Cl)c1	592.39	7.0	4	5	4	112.45	356.07	2	41
c1ccc(Cn2cnc3c(Nc4ccccc4)nc(N4CCOCC4)nc32)cc1	386.46	3.45	1	7	5	68.1	232.64	0	29
Nc1ncnc2c1c(-c1ccc3[nH]ncc3c1)nn2C1CCCC1	319.37	3.07	2	6	2	98.3	192.26	0	24
CN1CCN(c2ccc(-c3cnn4c(N)c(-c5ccc(NC(=O)N(C)C6CCCCC6)cc5)cnc34)cc2)CC1	538.7	5.19	2	7	5	95.03	324.29	2	40
COc1cc(OC)cc(N(CCN)c2ccc3ncc(-c4cn[nH]c4)nc3c2)c1.Cl	426.91	3.56	2	7	7	102.18	256.72	0	30
CCOCc1c(-c2cc3cc(C)cc(OC)c3s2)c2c(N)ncnn2c1C(N)=O	411.49	3.15	2	8	6	117.76	247.67	0	29
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1	632.66	5.77	2	8	12	111.25	380.87	2	46
COc1cc(Nc2c(C#N)cnc3cc(OCCC4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl	515.44	6.28	1	7	8	79.64	309.73	2	35
CN(C)CCN/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1	369.86	4.18	2	6	7	77.8	222.38	0	26
CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21	547.97	5.92	3	7	9	101.3	329.61	2	38
NC(=O)c1c(-c2ccc(NC(=O)c3cccc(C(F)(F)F)c3)cc2)nsc1NC(=O)NCCCN1CCOCC1	576.6	4.02	4	7	9	138.68	347.09	1	40
Cc1nc(Nc2ncc(C(=O)Nc3c(C)noc3C)s2)cc(N2CCN(CCO)CC2)n1	458.55	1.96	3	11	7	132.54	276.01	1	32
N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O	1159.32	-0.89	16	12	22	431.2	697.93	3	84
CC(C)(C)n1nc(-c2ccc3nc(OC4CCC4)ccc3c2)c(C(N)=O)c1N	379.46	3.47	2	6	4	109.05	228.43	0	28
O=C(NCc1ccc(-c2cc(NC(=O)c3ccc(OCCCN4CCCC4)cc3)[nH]n2)cc1)OCc1ccccc1	553.66	5.62	3	6	12	108.58	333.29	2	41
O=C1Nc2ccccc2/C1=C/c1cc(Br)cs1	306.18	4.0	1	2	1	29.1	183.71	0	17
COc1cc(Br)c(/C=C2\CN(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)cc1OC	472.38	4.16	0	6	4	64.55	283.8	0	30
COc1ccc2c(c1)/C(=N/NC(=O)c1ccc(NC(=O)c3ccc(Cl)cc3)cc1)C(=O)N2	448.87	3.69	3	5	5	108.89	269.94	0	32
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1/C=C/n1cnc2c(Nc3ccncc3)ncnc21	515.5	6.17	2	7	6	97.62	310.34	2	38
COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCOP(N)(=O)N(CCCl)CCCl	686.94	7.39	2	8	17	121.06	412.72	2	44
C=CC(=O)N1C[C@H](CO)[C@@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)C1	431.88	1.72	3	8	7	121.19	259.73	0	30
Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(F)ccc3O)cc12	454.51	5.59	4	5	6	94.06	273.6	1	34
COc1ccccc1-c1cc2cnc(N)nc2nc1NC(=O)NC(C)(C)C	366.43	3.2	3	6	3	115.05	220.59	0	27
COC[C@H]1Oc2cc3ncnc(Nc4cccc(Cl)c4)c3cc2O[C@@H]1COC	401.85	3.83	1	7	6	74.73	241.64	0	28
C=CC(=O)Nc1cccc(Nc2ncnc(Nc3ccc(C(=O)N4CCCCC4)cc3)n2)c1	443.51	4.11	3	7	7	112.14	266.99	0	33
FC(F)(F)CNc1nc(Nc2ccc3cn[nH]c3c2)nc2ccoc12	348.29	3.82	3	6	4	91.66	209.7	0	25
Cc1cccc(Nc2ncnc3ccc(/N=N/N(C)C)cc23)c1	306.37	4.24	1	5	4	65.77	184.43	0	23
CCN1CCN(c2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)c(OC)c2)CC1	528.64	5.22	2	9	7	95.61	318.19	2	38
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCN1CCOCC1	449.34	4.4	1	7	7	68.74	269.94	0	30
Cc1ccccc1NC(=O)NCc1ccc(-c2n[nH]c3c2Cc2cc(CN4CCN(C)CC4)ccc2-3)s1	512.68	5.09	3	5	6	76.29	308.58	2	37
COc1ccccc1C(Cc1coc2nc(N)nc(N)c12)CC(C)C	340.43	3.77	2	6	6	100.19	204.93	0	25
CCCCCCCCN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1	547.53	7.13	1	7	13	68.74	329.05	2	37
O=C1Nc2ccccc2/C1=C/c1ccc[nH]1	210.24	2.51	2	1	1	44.89	126.55	0	16
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)CCN(C)C	545.04	5.77	2	8	11	112.4	327.83	2	39
CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CO)c1nc(Cc2ccc(Cl)cc2)no1	538.88	1.68	5	8	11	184.11	324.16	1	36
CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)c3cccc(C(F)(F)F)c3)cc2C)n1	479.46	5.95	2	6	6	89.03	288.65	1	35
O=C(Nc1ccc(C(=O)N/N=C2\C(=O)Nc3ccc(Br)cc32)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1	580.75	5.85	4	4	4	111.69	348.79	2	36
Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1cnc2ccccc2c1=O	502.57	5.32	3	5	4	114.0	302.53	2	38
CNc1nc2cc(C#Cc3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)ccn2n1	561.61	4.5	2	7	5	77.8	338.1	1	41
CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(C)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C	541.61	3.94	2	9	11	122.75	326.04	1	40
COC[C@@H](C)Nc1cc(NC(=O)N2CCCc3cc(CN4CCCCOC4=O)c(C=O)nc32)ncc1C#N	521.58	3.32	2	9	8	149.78	314.0	1	38
CC(C)n1nc(-c2ccc(F)c(C#N)c2)c2c(N)ncnc21	296.31	2.67	1	6	2	93.41	178.38	0	22
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(=O)N(C)C	457.94	4.23	1	6	6	70.59	275.4	0	32
COc1cc2ncnc(Nc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)c2cc1OCCCN1CCOCC1	631.05	6.8	3	8	10	109.87	379.64	2	44
C=CC(=O)N1CCc2c(sc3ncnc(NC4CCCCC4)c23)C1	342.47	3.51	1	5	3	58.12	206.12	0	24
C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(OC)c(OC)c3)n2)c(OC)cc1N1CCN(C)CC1	547.62	3.37	3	10	10	130.18	329.67	1	40
COc1c(NC(=O)Nc2ccc(-c3ccc(CN4CCOCC4)nc3)c3ccccc23)cc(C(C)(C)C)cc1NS(C)(=O)=O	617.77	6.06	3	7	8	121.89	371.85	2	44
Cc1ncc([N+](=O)[O-])n1C/C(=N/NC(=O)c1ccccc1)c1ccc(Br)cc1	442.27	3.7	1	6	6	102.42	265.69	0	28
Nc1cccc(-c2cc(=O)c3c(N)c(O)c(N)cc3o2)c1	283.29	1.91	4	6	1	128.5	170.54	0	21
C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2OC)ncc1C(=O)Nc1c(C)cccc1Cl	627.15	6.06	4	9	10	123.75	377.26	2	45
C[C@H](c1ccccc1)n1ncc2cc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)ccc21	483.58	3.94	2	9	8	90.53	291.11	0	36
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCBr	426.67	4.95	1	5	6	56.27	256.02	0	25
CNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1	362.36	2.06	1	6	6	115.61	218.11	0	25
COc1cc(NC(=O)C2CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NC(C)=O)n1	466.93	4.93	4	7	8	117.27	280.81	0	33
COc1cc(OC)cc(N(CC(C)N)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	418.5	3.53	1	8	7	91.32	251.93	0	31
Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OS(=O)(=O)O)c(C)c34)ccc2[nH]1	450.45	3.35	2	8	7	128.04	271.15	0	31
CC(=O)Nc1ccccc1-c1cc2nnc(Nc3ccc(S(=O)(=O)NCCN4CCCC4)cc3)nc2cc1C	545.67	4.08	3	8	9	129.21	328.45	1	39
CC(=O)c1cccc(-n2cnc3ccccc32)c1	236.27	3.23	0	3	2	34.89	142.23	0	18
CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@H]1CCCCN(Cc2ccc(-c3ccc(C)cc3)cc2)C1=O	593.62	3.88	4	5	10	145.27	357.37	1	42
c1cncc(-c2ccc3cn[nH]c3c2)c1	195.22	2.62	1	2	1	41.57	117.52	0	15
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CCC[C@@H](O)C2)c(-c2ccn[nH]2)c1	463.87	3.85	3	6	6	103.37	278.99	0	32
Cc1ccc(-n2cc(NC(=O)c3ccc(NS(=O)(=O)c4ccccc4)cc3)cn2)cc1	432.51	4.23	2	5	6	93.09	260.32	0	31
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)C(C)C)CC4)cc3OC)ncc2SC)c1	562.7	5.17	2	9	10	108.92	338.7	2	40
COc1cccc(NC(=O)Cc2ccc(Nc3ncnc4cc(OC)c(OC)cc34)cc2)c1	444.49	4.58	2	7	8	94.6	267.58	0	33
Brc1cc2c(Nc3cccc(OCc4ccccc4)c3)ncnc2s1	412.31	5.78	1	5	5	47.04	247.59	1	25
COc1cc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)ccc1NC(=O)CC(C)(C)C	508.67	3.48	2	9	8	114.43	306.22	1	37
Cn1c(SSc2c(C(=O)NCC(O)CO)c3ccccc3n2C)c(C(=O)NCC(O)CO)c2ccccc21	558.68	1.64	6	10	11	148.98	336.24	2	38
Brc1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1	345.23	4.68	2	4	2	53.6	207.21	0	20
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2ccccc2F)nn1	547.95	5.65	2	8	9	106.85	329.6	2	39
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21	398.25	4.44	1	6	3	72.7	239.19	0	27
Nc1nc2c(c(Nc3ccc(F)cc3)n1)-c1ccccc1C2	292.32	3.51	2	4	2	63.83	175.97	0	22
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1	440.51	4.22	1	7	5	99.16	265.18	0	33
CC(=O)NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1	512.59	4.11	2	8	7	92.38	308.58	1	38
O=C(NC1CCCC1)c1ccc(N(CCCl)CCCl)cc1	329.27	3.64	1	2	7	32.34	197.66	0	21
O=c1oc2cc3ncnc(Nc4ccc5[nH]ncc5c4)c3cc2n1CCCN1CCOCC1	445.48	2.88	2	9	6	114.1	268.18	0	33
O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccc(N2C[C@@H](O)[C@@H](O)C2)c(-c2cncnc2)c1	460.41	2.84	3	7	5	107.81	277.19	0	33
COc1c(Br)cc(/C=C2\C(=O)Nc3ccc(Cl)cc32)cc1C(C)(C)C	420.73	5.9	1	2	2	38.33	252.43	1	25
COc1cccc(-c2cn(-c3ccc(C(=O)NCCCP(=O)(O)CP(=O)(O)O)cc3)c3ncnc(N)c23)c1	559.46	3.2	5	8	10	189.89	336.83	1	38
COc1cc2c(Nc3ccc(Br)c(Cl)c3Cl)ncnc2cc1OC[C@H]1CN2CCCC[C@H]2CO1	568.3	6.08	1	7	6	68.74	340.99	2	34
CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)cc3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1	553.67	4.49	2	9	11	104.74	333.3	1	41
N#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCO4)c1	304.31	3.02	1	6	2	80.06	183.19	0	23
O=C1CSC(N/N=C/c2ccc(O)cc2)=N1	235.27	0.95	2	5	2	74.05	141.59	0	16
C[C@@H](Nc1ncnc2[nH]c(-c3cccc(C(N)=O)c3)cc12)c1ccccc1	357.42	3.9	3	4	5	96.69	215.16	0	27
N#Cc1ccc2cccc(OP(=O)(O)O)c2n1	250.15	1.58	2	4	2	103.44	150.61	0	17
Cc1cccc(C(=O)Nc2cccc(C#Cc3cncc(C(=O)N=S(=O)(CCCO)CCCO)c3)c2)c1	519.62	3.42	3	6	9	128.95	312.76	1	37
CCCc1cc(Nc2nc(NCc3cc(C)no3)ncc2Br)n[nH]1	392.26	3.57	3	7	7	104.55	235.59	0	24
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1	493.62	4.59	2	7	7	86.28	297.14	0	37
CN1CCN(Cc2ccc(NC(=O)c3cccc(-n4cc(-c5cnc6[nH]ncc6c5)nn4)c3)cc2C(F)(F)F)CC1	561.57	4.22	2	8	6	107.86	338.09	1	41
COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)coc2c1	302.71	3.83	1	4	2	59.67	181.95	0	21
CN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4ccc5ncccc5c4)cc3)cc2C(F)(F)F)CC1	535.57	6.44	2	5	6	69.73	322.42	2	39
CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5[nH]ncc5c4)n3)c3ccccc23)n(-c2ccc(OCCN3CCOCC3)cc2)n1	738.85	7.88	4	11	11	156.37	444.78	3	55
CCCc1cc(N2CCC(N)CC2)nc2sc(C(N)=O)c(N)c12	333.46	1.86	3	6	4	111.26	200.7	0	23
C[C@@H](Nc1ncnc2[nH]c(-c3ccc(S(N)(=O)=O)cc3)cc12)c1ccccc1	393.47	3.45	3	5	5	113.76	236.82	0	28
Cc1ncc([N+](=O)[O-])n1CC(=O)N/N=C/c1cc2ccccc2nc1Oc1ccc(F)cc1	448.41	3.73	1	8	7	124.54	269.96	0	33
COc1cccc(F)c1-c1cc(C)c2nc(Nc3ccccc3)nnc2c1	360.39	4.89	1	5	4	59.93	216.95	0	27
COc1cc2c(N3CCN(/C(S)=N\c4ccc(-c5ccccn5)cc4)CC3)ncnc2cc1OCCCN1CCCCC1	597.79	5.69	1	8	9	79.21	359.81	2	43
CCN(CC)CCN1CCCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O	424.52	3.69	2	3	6	68.44	255.56	0	31
CCC(=O)Nc1cccc(Oc2nccc(Nc3cc(C)[nH]n3)n2)c1	338.37	3.39	3	6	6	104.82	203.7	0	25
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O	943.49	7.8	4	12	13	246.59	567.58	3	63
CCOc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1	690.76	6.89	2	10	10	109.15	415.84	2	51
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2C[C@@H](O)[C@@H](O)C2)c(-c2cncnc2)c1	461.4	2.23	3	8	5	120.7	277.79	0	33
Fc1c(Cl)cccc1Nc1ncnc2cc3c(cc12)OCCO3	331.73	3.94	1	5	2	56.27	199.43	0	23
CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1	605.11	5.89	2	8	11	91.85	364.0	2	43
COc1cccc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1	366.43	3.2	3	6	3	115.05	220.59	0	27
O=C(Cn1cc(-c2ccccc2)nn1)c1ccc(-c2cccs2)cc1	345.43	4.56	0	5	5	47.78	207.89	0	25
N#CCC(=O)N/N=C1\C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc21	377.38	-0.61	2	7	4	140.96	227.16	0	26
CCC(=O)Nc1ccc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)cn1	563.62	5.16	2	5	6	77.57	339.31	2	41
COc1cc(NC(=O)Nc2ccc(Oc3ncnc4ccn(C)c34)cc2Cl)cc(C(F)(F)F)c1	491.86	6.09	2	6	5	90.3	295.84	1	34
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(CN2CCN(C)CC2)cs1	545.5	5.47	1	9	8	75.64	327.78	2	36
N[C@@H]1[C@H]2CN(c3ncc(C(=O)Nc4ccc(OC(F)(F)Cl)cc4)cc3-c3cncnc3)C[C@@H]12	472.88	3.35	2	7	6	106.26	284.41	0	33
O=C1Nc2ccc(C(=O)O)cc2C1=C(c1ccccc1)c1nc2ccccc2[nH]1	381.39	4.17	3	3	3	95.08	229.59	0	29
CCCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(C(=O)Nc6c(F)cccc6F)c5)nc5ccccn45)n3)c(OC)c2)CC1	674.76	7.27	2	9	10	99.92	406.2	2	50
CCC(CC)CN1CCCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1	533.5	6.59	1	7	10	68.74	320.6	2	36
COc1cc(-c2nn([C@H]3CC[C@H](N4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C	621.75	4.48	2	10	6	136.43	374.29	1	46
COC(=O)CNCCCNC(=O)c1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)c2s1	565.63	5.06	4	8	11	130.68	340.47	2	40
O=C(Nc1nccs1)[C@@H](c1cc(F)ccc1O)N1Cc2ccccc2C1=O	383.4	3.32	2	5	4	82.53	230.77	0	27
CCNC(=O)Nc1nc2ccc(-c3ccc(OC)cc3)cc2s1	327.41	4.11	2	4	4	63.25	197.05	0	23
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CNOC1	373.42	3.55	2	7	4	87.22	224.79	0	28
O=C(/C=C/c1ccccc1)Nc1ccccc1	223.28	3.34	1	1	3	29.1	134.4	0	17
COc1cc2c(c(OC)c1)C(=O)N(c1cccc(C(=O)N3CCCCC3)c1)CC2	394.47	3.53	0	4	4	59.08	237.46	0	29
CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)cc2)nc1Oc1cccc(NC(=O)/C=C/CN(C)C)c1	558.69	3.48	3	9	11	128.95	336.33	1	41
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1	539.64	3.62	2	7	7	94.22	324.85	1	40
NC(=O)CCC1C(S)=Nc2ccccc21	220.3	2.01	2	2	3	55.45	132.57	0	15
NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccn5)c4)c23)CC1	453.55	3.19	2	9	6	102.19	273.04	0	34
CO[C@H]1[C@@H](N(C)C(=O)C(F)(F)F)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	562.55	5.16	1	6	2	77.73	338.66	2	41
c1ccc(COc2ccc3[nH]nc(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)c3c2)cc1	506.65	6.14	2	5	6	73.07	304.99	2	38
CN(c1cccc(Br)c1)c1nc(N)nc2c1cc(Cc1ccccc1)n2C	422.33	4.67	1	5	4	59.97	253.67	0	27
Cc1ccc(NC(=O)Nc2cccc(C#Cc3cncc(C(=O)N=S(C)(C)=O)c3)c2)cc1	446.53	4.3	2	4	3	100.52	268.76	0	32
Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1	434.3	5.51	2	6	6	87.45	260.88	1	28
CCOc1ccc(S(=O)(=O)N2CCOCC2)cc1-c1nnc2c(n1)c(C)nn2C	418.48	1.15	0	9	5	112.33	251.89	0	29
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c1C	459.39	3.96	3	3	7	77.23	275.98	0	29
C=CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1	394.23	4.13	2	5	4	90.7	236.76	0	25
COC(=O)c1cc2cc(NCc3ccccc3OC)cnc2[nH]1	311.34	2.97	2	5	5	76.24	187.43	0	23
COc1cc2ncnc(N(C)c3ccccc3)c2cc1OC.Cl	331.8	3.84	0	5	4	47.48	199.46	0	23
Cc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)ccc1F	429.28	5.49	1	5	3	59.81	257.87	1	29
Cc1nc(NC(=O)CN2CCN(C)CC2)sc1-c1ccc2c(/C=C/c3ccccn3)n[nH]c2c1	473.61	3.75	2	7	6	90.04	285.06	0	34
COc1cc(Nc2c(C#N)cnc3cc4cc(OC)c(OCCN5CCN(C)CC5)cc4cc23)c(Cl)cc1Cl	566.49	5.95	1	8	8	82.88	340.46	2	39
O=C(Nc1cccnc1)N1CCc2nc(Nc3ccccc3)ncc2C1	346.39	3.21	2	5	3	83.04	208.53	0	26
COc1ncc(-c2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)ccc2F)cn1	407.32	4.44	1	5	5	73.34	245.23	0	29
NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1Br	429.17	5.15	1	2	2	41.62	257.19	1	23
N#CN1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1	438.44	3.42	2	7	5	123.19	263.95	0	32
COc1cc(OC)cc(N(C[C@@H](O)C(F)(F)F)c2ccc3ncc(-c4cnn(CCCN)c4)nc3c2)c1	516.52	3.92	2	9	10	111.55	310.97	1	37
CC(C)n1nc(-c2ccc3c(N)n[nH]c3c2)c2c(N)ncnc21	308.35	2.11	3	7	2	124.32	185.63	0	23
O=C(Nc1ccc(Oc2ccccc2)cc1)N1CCN(c2nc[nH]c3nc(O)nc2-3)CC1	431.46	3.16	3	7	4	119.5	259.74	0	32
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1scnc1CCc1cnoc1	399.81	4.34	1	6	7	77.25	240.38	0	26
Cn1cc(-c2ccc3c(c2)ncn3-c2cc(Nc3ncccn3)cc(-c3ccc(F)cc3F)c2)cn1	479.49	5.9	1	7	5	73.45	288.65	1	36
CC(C)NCc1ccc(Nc2cc(-c3ccc(-c4ccc(O)cc4O)cc3)[nH]n2)cc1	414.51	5.4	5	5	7	93.2	249.52	1	31
CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21	412.28	4.92	1	6	4	72.7	247.63	0	28
CNC(=O)c1cc(OC)cc(N(CC(O)CO)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1	462.51	1.89	3	9	8	125.63	278.43	0	34
C=CC(=O)Nc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCCNC(C)=O	506.31	4.05	3	6	8	105.24	304.25	1	32
CN[C@@H]1CCN(c2ncc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cc2-c2ccc(C)nc2)C1	471.48	4.4	2	6	6	79.38	283.85	0	34
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1	375.41	4.9	4	3	3	95.83	225.99	0	28
Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1	286.34	3.67	1	4	2	56.73	172.36	0	22
Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3ccc(F)cc3O)cc12	454.51	5.59	4	5	6	94.06	273.6	1	34
N#CC(C#N)=C(O)c1ccc(O)cc1	186.17	1.71	2	4	1	88.04	112.07	0	14
Nc1ccc(-c2cc(=O)c3cc(O)cc(N)c3o2)cc1	268.27	2.33	3	5	1	102.48	161.5	0	20
COc1cc(Cc2cc3c(Nc4cccc(Br)c4)nc(N)nc3[nH]2)cc(OC)c1OC	484.35	4.66	3	7	7	107.31	291.02	0	31
CN1CCN(c2ccc(Nc3nc(Oc4ccc5ccc(=O)[nH]c5c4)c4sccc4n3)nc2)CC1	485.57	4.22	2	9	5	99.27	292.27	0	35
O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(Oc2ccc(CCNC(=O)/C(Cc3cc(Br)c(O)c(-c4cc(C/C(=N\O)C(=O)NCCc5ccc(O)c(Br)c5)cc(Br)c4O)c3)=N/O)cc2Br)c1)=N/O	1412.37	10.44	11	15	21	295.45	846.87	4	75
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1-c1ccc(-c2csc(N)n2)cc1	497.67	5.37	2	6	6	74.49	299.53	1	36
CCN(CC)CC1CCN(c2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1	443.96	4.51	1	7	7	70.07	266.99	0	31
