MolWt,LogP,HBD,HBA,RotatableBonds,TPSA,Volume,LipinskiViolations,NumAtoms,pIC50
462.3,3.87,1,8,2,83.96,277.75,0,29,8.301029996
481.6,4.9,1,6,5,70.59,289.91,0,36,5.0
353.86,4.16,1,5,3,69.62,212.74,0,25,5.055517328
485.95,4.39,2,7,8,88.61,292.27,0,34,5.0
321.31,3.27,1,5,2,56.27,193.43,0,24,7.705533774
308.34,3.02,2,3,2,74.33,185.62,0,23,5.301029996
454.99,3.85,2,5,4,73.72,273.57,0,31,6.0
432.31,5.96,1,6,7,76.4,259.69,1,29,5.301029996
540.74,5.45,1,5,6,58.71,325.46,2,39,4.554489203
482.95,4.59,2,6,7,102.32,290.41,0,33,4.791021483
617.79,6.22,2,9,11,87.55,371.86,2,44,5.698970004
496.59,1.95,3,10,8,127.24,298.91,0,35,8.37675071
368.51,4.21,2,4,6,57.26,221.79,0,26,9.113509275
432.88,3.62,2,7,8,79.74,260.32,0,30,7.602059991
356.39,3.35,3,5,3,105.38,214.54,0,27,5.443697499
294.32,1.71,2,6,3,98.72,177.18,0,22,4.0
523.59,3.55,2,7,3,103.75,315.19,1,39,6.657577319
618.7,4.43,2,9,8,123.24,372.45,1,46,8.155522824
374.49,4.02,2,6,5,56.32,225.43,0,28,4.958607315
330.44,4.39,2,3,7,53.07,198.91,0,25,4.575118363
583.11,5.25,2,8,11,91.85,350.75,2,41,7.945004138
351.41,2.59,2,6,6,109.05,211.55,0,26,5.0
289.14,3.46,2,3,2,53.6,173.49,0,17,8.424812155
564.7,6.76,2,8,7,93.84,339.84,2,40,4.327902142
424.46,5.43,2,6,7,99.36,255.51,1,32,7.107905397
406.87,5.03,2,5,5,63.49,244.64,1,29,5.946921557
519.43,4.95,1,8,7,77.97,312.14,1,35,7.301029996
341.84,5.14,1,2,2,38.33,205.49,1,24,4.0
447.38,5.23,2,6,4,66.91,268.67,1,26,7.22184875
428.85,4.46,2,6,6,85.37,257.89,0,30,8.236572006
549.41,4.25,1,9,9,112.11,330.19,1,37,7.301029996
484.56,3.42,2,9,7,99.92,291.71,0,36,4.721246399
513.56,3.51,3,11,9,131.35,309.17,2,38,6.076496933
470.92,4.33,1,9,7,105.89,283.22,0,33,5.028724151
380.35,4.75,2,5,4,76.14,228.95,0,26,7.017050711
571.68,5.49,2,8,11,106.95,344.14,2,42,8.050609993
237.26,2.12,1,3,2,60.91,142.83,0,18,4.301029996
590.77,8.02,0,6,7,50.48,355.53,2,42,4.0
407.27,5.13,2,4,4,77.81,244.6,1,26,5.790484985
430.55,5.2,1,6,6,70.41,259.18,1,32,7.200659451
321.34,1.89,2,7,2,115.37,193.45,0,24,6.484126156
373.46,3.48,4,4,4,85.6,224.81,0,28,6.259637311
295.34,3.27,2,4,4,67.01,177.79,0,22,7.920818754
521.02,6.17,1,6,5,67.35,313.32,2,36,7.236572006
110.11,1.1,2,2,0,40.46,66.29,0,8,4.584308989
684.58,4.89,2,12,9,122.04,411.57,2,44,9.744727495
394.44,3.52,1,7,3,91.62,237.44,0,30,7.113509275
398.85,4.46,1,6,6,90.79,239.83,0,28,5.943476276
315.38,4.08,1,4,4,57.94,189.84,0,24,5.588380294
515.57,3.31,4,8,9,151.57,310.38,1,38,9.231213953
427.39,4.95,1,7,7,85.96,257.3,0,31,6.327902142
345.83,4.15,0,5,4,47.48,207.91,0,24,5.397940009
343.39,4.66,2,5,5,67.27,206.71,0,26,7.008773924
512.78,5.25,1,8,6,83.96,307.86,2,33,7.301029996
478.98,5.91,2,6,5,59.07,288.01,1,33,6.962573502
515.03,4.33,2,7,8,96.61,309.77,1,36,7.602059991
552.77,4.05,2,8,11,74.54,332.67,1,38,4.756961951
303.3,3.65,2,4,1,76.86,182.59,0,23,5.26760624
575.41,2.22,5,11,6,159.19,345.84,2,39,8.853871964
381.44,4.84,2,5,5,79.8,229.61,0,29,4.0
539.64,4.11,2,9,8,104.62,324.86,1,40,7.958607315
560.84,4.86,1,9,7,102.49,336.78,1,35,6.735182177
473.46,4.3,1,7,6,89.47,285.04,0,34,8.522878745
581.72,3.49,3,9,10,146.28,350.11,1,40,5.537602002
788.53,0.09,10,10,18,330.67,474.77,2,52,6.619788758
458.57,4.41,1,8,10,91.32,276.05,0,34,8.860120914
275.32,3.44,3,4,2,79.62,165.73,0,21,7.599116784
313.3,2.92,1,6,4,72.7,188.62,0,22,6.0
438.99,4.73,2,6,6,65.97,263.94,0,30,7.568636236
573.65,4.07,3,9,11,127.18,345.34,1,42,8.15490196
516.67,5.2,2,7,8,100.11,310.98,2,37,7.585026652
511.61,4.73,2,7,7,86.28,307.98,1,38,6.920818754
545.6,3.47,3,9,8,127.18,328.45,1,40,7.42365865
467.37,5.46,1,6,8,59.51,280.8,1,31,7.0
286.16,2.9,1,3,1,44.7,171.71,0,18,5.599999383
437.53,3.14,2,8,5,119.03,263.35,0,31,6.853871964
457.28,3.52,2,5,5,89.65,274.72,0,29,6.045757491
498.65,2.68,4,5,7,114.53,300.14,0,35,7.301029996
387.21,4.4,2,4,4,66.91,232.54,0,24,9.161150909
544.51,5.27,1,5,9,66.84,327.17,2,34,5.0
477.35,5.22,2,8,8,86.76,286.81,1,32,8.008773924
512.54,4.06,2,6,6,90.46,308.56,1,37,5.716698771
515.66,4.26,1,9,9,80.57,310.42,1,38,7.770062314
412.49,5.07,3,2,5,82.19,248.3,1,31,7.397940009
303.8,3.25,1,5,1,69.62,182.61,0,21,6.886056648
308.35,2.84,3,6,2,105.64,185.63,0,23,5.356547324
310.27,2.49,1,8,5,119.34,186.8,0,23,6.384786665
414.46,5.09,1,5,6,69.68,249.49,1,31,6.331614083
412.88,4.23,1,7,4,68.74,248.27,0,29,7.0
225.72,2.41,0,2,4,20.31,135.6,0,15,4.0
637.75,8.49,3,9,7,123.81,383.91,2,48,7.920818754
431.5,6.0,2,5,5,79.8,259.74,1,33,6.698970004
495.95,3.53,3,6,4,106.25,298.29,0,35,6.677780705
383.48,3.2,2,6,6,87.22,230.81,0,27,5.698970004
490.54,4.85,4,8,6,137.09,295.26,0,35,4.254925208
476.97,4.87,1,8,7,85.29,286.85,0,34,6.161150909
324.39,2.78,2,7,3,104.87,195.28,0,24,8.657577319
511.07,5.17,1,8,10,77.33,307.38,2,36,8.750068243
299.17,4.74,1,2,2,24.92,179.52,0,18,4.0
561.51,6.51,1,7,11,85.81,337.47,2,38,7.301029996
454.33,4.59,2,7,6,87.22,272.94,0,29,3.698970004
420.57,3.26,1,8,6,75.0,253.18,0,31,5.443697499
615.78,6.31,2,7,12,114.38,370.69,2,45,4.301029996
477.61,3.36,1,8,10,102.4,287.52,0,35,5.301029996
484.67,3.81,3,4,9,94.3,291.72,0,34,6.638272164
607.53,6.11,2,8,11,106.35,365.12,2,39,7.602059991
1047.32,-3.34,16,16,34,394.41,630.42,3,72,5.161150909
388.83,4.01,1,6,4,59.51,233.8,0,27,8.823908741
365.34,4.26,2,5,3,79.8,219.91,0,25,7.143754599
399.88,5.37,1,6,1,65.5,240.44,1,28,4.0
374.44,4.17,3,5,7,83.06,225.41,0,28,9.698970004
367.41,2.7,2,7,7,90.3,221.18,0,27,6.677780705
473.55,4.77,2,5,6,73.49,285.07,0,35,8.537602002
674.75,5.24,2,8,7,103.59,406.16,2,48,8.522878745
411.39,5.07,1,6,6,76.73,247.67,1,30,6.657577319
336.18,2.74,1,5,2,70.48,201.83,0,22,5.300000202
440.55,5.48,4,4,9,106.18,265.11,1,30,5.37675071
400.42,3.17,1,8,5,100.33,241.06,0,30,4.528708289
322.36,3.57,3,4,3,93.35,194.06,0,24,4.719999936
339.35,3.84,2,4,2,81.99,204.28,0,26,5.0
509.39,6.8,2,6,7,85.37,306.09,2,35,5.0
547.44,3.15,1,9,9,101.82,329.01,1,37,9.0
573.66,7.01,3,7,5,126.82,345.33,2,43,8.15490196
364.79,2.63,3,7,6,123.75,219.34,0,25,5.354577731
516.67,5.2,2,7,8,100.11,310.98,2,37,8.045757491
340.38,4.12,2,3,4,87.11,204.89,0,26,6.397940009
325.38,3.88,1,5,4,66.01,195.86,0,25,5.420216403
418.48,3.93,2,5,6,93.09,251.87,0,30,4.594995335
473.45,3.75,3,6,5,94.92,285.03,0,34,7.769551079
396.48,5.35,2,5,3,80.9,238.62,1,29,8.337242168
371.43,4.15,4,6,6,99.02,223.6,0,27,5.920818754
559.6,3.2,4,5,9,145.27,336.89,1,39,5.638272164
803.71,-1.13,11,11,25,361.46,483.89,3,55,6.301029996
580.47,5.89,1,9,9,94.65,348.88,2,40,7.214670165
430.51,4.58,1,6,7,76.58,259.16,0,32,8.522878745
456.51,3.23,2,8,4,119.28,274.81,0,34,7.48148606
531.58,5.06,1,5,4,52.88,320.01,2,39,8.045757491
434.48,2.76,3,7,4,139.52,261.52,0,31,5.15490196
403.31,4.54,3,6,2,84.06,242.18,0,24,8.568636236
405.48,1.11,3,9,7,134.92,244.07,0,28,4.301029996
455.34,6.2,2,5,4,76.14,273.5,1,28,5.0
498.49,4.9,4,8,4,125.65,300.09,0,37,6.511872504
494.55,0.89,5,10,9,140.43,297.72,0,36,8.312471039
471.96,5.38,2,6,8,79.38,283.85,1,33,9.292429824
508.6,3.25,1,8,6,98.74,306.18,1,37,5.0
530.59,6.04,3,7,8,122.03,319.4,2,40,5.0
701.6,5.75,2,11,10,110.31,421.82,3,45,9.366531544
603.7,5.57,3,8,11,117.95,363.43,2,44,8.096910013
417.47,4.63,2,7,8,88.57,251.31,0,31,7.193820026
538.07,5.36,2,8,8,108.31,323.59,2,37,8.537602002
620.71,7.33,2,8,9,118.6,373.56,2,44,5.259637311
498.47,3.41,2,7,5,109.34,300.1,0,36,8.522878745
376.25,4.33,3,4,3,92.93,225.94,0,25,7.0
283.34,2.67,1,6,3,78.85,170.57,0,21,5.366531544
308.35,2.84,3,6,2,105.64,185.63,0,23,5.853871964
348.41,2.36,3,6,7,105.82,209.74,0,26,6.397940009
577.05,3.35,3,10,8,137.22,347.11,1,41,4.124938737
433.21,2.42,3,3,3,91.06,260.84,0,24,5.346787486
561.61,4.42,2,6,6,73.11,338.09,1,41,7.886056648
463.76,4.88,1,6,5,59.51,278.34,0,28,7.301029996
611.17,5.62,2,11,10,127.16,367.6,3,42,6.0
392.39,3.82,4,5,7,94.73,236.24,0,28,5.374687549
392.39,3.82,4,5,7,94.73,236.24,0,28,5.920818754
398.47,4.47,3,5,4,105.38,239.87,0,30,7.050609993
592.39,7.0,4,5,4,112.45,356.07,2,41,5.442492798
386.46,3.45,1,7,5,68.1,232.64,0,29,5.0
319.37,3.07,2,6,2,98.3,192.26,0,24,7.30980392
538.7,5.19,2,7,5,95.03,324.29,2,40,6.303643611
426.91,3.56,2,7,7,102.18,256.72,0,30,8.619969752
411.49,3.15,2,8,6,117.76,247.67,0,29,8.075720714
632.66,5.77,2,8,12,111.25,380.87,2,46,8.017728767
515.44,6.28,1,7,8,79.64,309.73,2,35,8.619788758
369.86,4.18,2,6,7,77.8,222.38,0,26,7.431798276
547.97,5.92,3,7,9,101.3,329.61,2,38,8.397940009
576.6,4.02,4,7,9,138.68,347.09,1,40,6.0
458.55,1.96,3,11,7,132.54,276.01,1,32,8.191114133
1159.32,-0.89,16,12,22,431.2,697.93,3,84,3.522878745
379.46,3.47,2,6,4,109.05,228.43,0,28,5.0
553.66,5.62,3,6,12,108.58,333.29,2,41,6.744727495
306.18,4.0,1,2,1,29.1,183.71,0,17,4.0
472.38,4.16,0,6,4,64.55,283.8,0,30,7.22184875
448.87,3.69,3,5,5,108.89,269.94,0,32,5.696803943
515.5,6.17,2,7,6,97.62,310.34,2,38,5.327902142
686.94,7.39,2,8,17,121.06,412.72,2,44,7.657577319
431.88,1.72,3,8,7,121.19,259.73,0,30,5.0
454.51,5.59,4,5,6,94.06,273.6,1,34,8.0
366.43,3.2,3,6,3,115.05,220.59,0,27,4.950007143
401.85,3.83,1,7,6,74.73,241.64,0,28,7.996539468
443.51,4.11,3,7,7,112.14,266.99,0,33,7.508638306
348.29,3.82,3,6,4,91.66,209.7,0,25,5.0
306.37,4.24,1,5,4,65.77,184.43,0,23,7.619788758
528.64,5.22,2,9,7,95.61,318.19,2,38,6.48148606
449.34,4.4,1,7,7,68.74,269.94,0,30,7.301029996
512.68,5.09,3,5,6,76.29,308.58,2,37,4.602129484
340.43,3.77,2,6,6,100.19,204.93,0,25,3.698970004
547.53,7.13,1,7,13,68.74,329.05,2,37,7.301029996
210.24,2.51,2,1,1,44.89,126.55,0,16,4.920818754
545.04,5.77,2,8,11,112.4,327.83,2,39,7.903089987
538.88,1.68,5,8,11,184.11,324.16,1,36,3.826813732
479.46,5.95,2,6,6,89.03,288.65,1,35,6.298432015
580.75,5.85,4,4,4,111.69,348.79,2,36,6.508638306
502.57,5.32,3,5,4,114.0,302.53,2,38,5.496209317
561.61,4.5,2,7,5,77.8,338.1,1,41,8.642065153
541.61,3.94,2,9,11,122.75,326.04,1,40,7.603800653
521.58,3.32,2,9,8,149.78,314.0,1,38,5.0
296.31,2.67,1,6,2,93.41,178.38,0,22,5.468521083
457.94,4.23,1,6,6,70.59,275.4,0,32,6.346787486
631.05,6.8,3,8,10,109.87,379.64,2,44,6.54515514
342.47,3.51,1,5,3,58.12,206.12,0,24,5.301029996
547.62,3.37,3,10,10,130.18,329.67,1,40,7.900664722
617.77,6.06,3,7,8,121.89,371.85,2,44,5.26760624
442.27,3.7,1,6,6,102.42,265.69,0,28,4.999132278
283.29,1.91,4,6,1,128.5,170.54,0,21,4.415668776
627.15,6.06,4,9,10,123.75,377.26,2,45,5.91721463
483.58,3.94,2,9,8,90.53,291.11,0,36,6.920818754
426.67,4.95,1,5,6,56.27,256.02,0,25,7.742321425
362.36,2.06,1,6,6,115.61,218.11,0,25,6.397940009
466.93,4.93,4,7,8,117.27,280.81,0,33,6.209714836
418.5,3.53,1,8,7,91.32,251.93,0,31,8.470056598
450.45,3.35,2,8,7,128.04,271.15,0,31,7.585026652
545.67,4.08,3,8,9,129.21,328.45,1,39,5.0
236.27,3.23,0,3,2,34.89,142.23,0,18,4.301029996
593.62,3.88,4,5,10,145.27,357.37,1,42,5.665546249
195.22,2.62,1,2,1,41.57,117.52,0,15,4.045757491
463.87,3.85,3,6,6,103.37,278.99,0,32,8.522878745
432.51,4.23,2,5,6,93.09,260.32,0,31,4.738499227
562.7,5.17,2,9,10,108.92,338.7,2,40,6.760450279
444.49,4.58,2,7,8,94.6,267.58,0,33,8.0
412.31,5.78,1,5,5,47.04,247.59,1,25,5.0
508.67,3.48,2,9,8,114.43,306.22,1,37,6.943095149
558.68,1.64,6,10,11,148.98,336.24,2,38,4.366531544
345.23,4.68,2,4,2,53.6,207.21,0,20,6.657577319
547.95,5.65,2,8,9,106.85,329.6,2,39,7.920818754
398.25,4.44,1,6,3,72.7,239.19,0,27,6.721246399
292.32,3.51,2,4,2,63.83,175.97,0,22,5.229147988
440.51,4.22,1,7,5,99.16,265.18,0,33,6.0
512.59,4.11,2,8,7,92.38,308.58,1,38,6.420216403
329.27,3.64,1,2,7,32.34,197.66,0,21,4.452348342
445.48,2.88,2,9,6,114.1,268.18,0,33,6.920818754
460.41,2.84,3,7,5,107.81,277.19,0,33,8.522878745
420.73,5.9,1,2,2,38.33,252.43,1,25,4.0
559.46,3.2,5,8,10,189.89,336.83,1,38,6.602059991
568.3,6.08,1,7,6,68.74,340.99,2,34,6.0
553.67,4.49,2,9,11,104.74,333.3,1,41,6.785156152
304.31,3.02,1,6,2,80.06,183.19,0,23,7.619788758
235.27,0.95,2,5,2,74.05,141.59,0,16,5.326979093
357.42,3.9,3,4,5,96.69,215.16,0,27,8.853871964
250.15,1.58,2,4,2,103.44,150.61,0,17,2.443697499
519.62,3.42,3,6,9,128.95,312.76,1,37,8.22184875
392.26,3.57,3,7,7,104.55,235.59,0,24,8.0
493.62,4.59,2,7,7,86.28,297.14,0,37,4.0
561.57,4.22,2,8,6,107.86,338.09,1,41,7.410050399
302.71,3.83,1,4,2,59.67,181.95,0,21,4.0
535.57,6.44,2,5,6,69.73,322.42,2,39,7.416801226
738.85,7.88,4,11,11,156.37,444.78,3,55,7.886056648
333.46,1.86,3,6,4,111.26,200.7,0,23,5.15490196
393.47,3.45,3,5,5,113.76,236.82,0,28,9.15490196
448.41,3.73,1,8,7,124.54,269.96,0,33,4.677367288
360.39,4.89,1,5,4,59.93,216.95,0,27,6.0
597.79,5.69,1,8,9,79.21,359.81,2,43,7.0
424.52,3.69,2,3,6,68.44,255.56,0,31,8.0
338.37,3.39,3,6,6,104.82,203.7,0,25,5.0
943.49,7.8,4,12,13,246.59,567.58,3,63,8.301029996
690.76,6.89,2,10,10,109.15,415.84,2,51,7.0
461.4,2.23,3,8,5,120.7,277.79,0,33,8.698970004
331.73,3.94,1,5,2,56.27,199.43,0,23,8.407823243
605.11,5.89,2,8,11,91.85,364.0,2,43,7.638272164
366.43,3.2,3,6,3,115.05,220.59,0,27,6.443697499
345.43,4.56,0,5,5,47.78,207.89,0,25,4.488116639
377.38,-0.61,2,7,4,140.96,227.16,0,26,7.638272164
563.62,5.16,2,5,6,77.57,339.31,2,41,6.982966661
491.86,6.09,2,6,5,90.3,295.84,1,34,5.0
545.5,5.47,1,9,8,75.64,327.78,2,36,7.301029996
472.88,3.35,2,7,6,106.26,284.41,0,33,8.698970004
381.39,4.17,3,3,3,95.08,229.59,0,29,7.408935393
674.76,7.27,2,9,10,99.92,406.2,2,50,7.0
533.5,6.59,1,7,10,68.74,320.6,2,36,7.301029996
621.75,4.48,2,10,6,136.43,374.29,1,46,5.043351421
565.63,5.06,4,8,11,130.68,340.47,2,40,8.22184875
383.4,3.32,2,5,4,82.53,230.77,0,27,6.602059991
327.41,4.11,2,4,4,63.25,197.05,0,23,8.251811973
373.42,3.55,2,7,4,87.22,224.79,0,28,6.408935393
223.28,3.34,1,1,3,29.1,134.4,0,17,4.635261445
394.47,3.53,0,4,4,59.08,237.46,0,29,5.910094889
558.69,3.48,3,9,11,128.95,336.33,1,41,8.853871964
539.64,3.62,2,7,7,94.22,324.85,1,40,7.187086643
220.3,2.01,2,2,3,55.45,132.57,0,15,4.657577319
453.55,3.19,2,9,6,102.19,273.04,0,34,7.327902142
562.55,5.16,1,6,2,77.73,338.66,2,41,5.193820026
506.65,6.14,2,5,6,73.07,304.99,2,38,7.22184875
422.33,4.67,1,5,4,59.97,253.67,0,27,3.595850751
446.53,4.3,2,4,3,100.52,268.76,0,32,7.721246399
434.3,5.51,2,6,6,87.45,260.88,1,28,6.623423043
418.48,1.15,0,9,5,112.33,251.89,0,29,4.301029996
459.39,3.96,3,3,7,77.23,275.98,0,29,8.301029996
394.23,4.13,2,5,4,90.7,236.76,0,25,6.426200418
311.34,2.97,2,5,5,76.24,187.43,0,23,5.652865217
331.8,3.84,0,5,4,47.48,199.46,0,23,5.397940009
429.28,5.49,1,5,3,59.81,257.87,1,29,6.408935393
473.61,3.75,2,7,6,90.04,285.06,0,34,7.077793723
566.49,5.95,1,8,8,82.88,340.46,2,39,8.958607315
346.39,3.21,2,5,3,83.04,208.53,0,26,6.549750892
407.32,4.44,1,5,5,73.34,245.23,0,29,7.920818754
429.17,5.15,1,2,2,41.62,257.19,1,23,5.191789027
438.44,3.42,2,7,5,123.19,263.95,0,32,5.787812396
516.52,3.92,2,9,10,111.55,310.97,1,37,8.980053318
308.35,2.11,3,7,2,124.32,185.63,0,23,6.485452247
431.46,3.16,3,7,4,119.5,259.74,0,32,5.0
399.81,4.34,1,6,7,77.25,240.38,0,26,5.0
479.49,5.9,1,7,5,73.45,288.65,1,36,7.045757491
414.51,5.4,5,5,7,93.2,249.52,1,31,5.958607315
412.28,4.92,1,6,4,72.7,247.63,0,28,6.30980392
462.51,1.89,3,9,8,125.63,278.43,0,34,8.379968105
506.31,4.05,3,6,8,105.24,304.25,1,32,7.657577319
471.48,4.4,2,6,6,79.38,283.85,0,34,8.522878745
375.41,4.9,4,3,3,95.83,225.99,0,28,7.180456064
286.34,3.67,1,4,2,56.73,172.36,0,22,5.455931956
454.51,5.59,4,5,6,94.06,273.6,1,34,8.214670165
186.17,1.71,2,4,1,88.04,112.07,0,14,3.638272164
268.27,2.33,3,5,1,102.48,161.5,0,20,4.0
484.35,4.66,3,7,7,107.31,291.02,0,31,4.301029996
485.57,4.22,2,9,5,99.27,292.27,0,35,6.0
1412.37,10.44,11,15,21,295.45,846.87,4,75,5.397940009
497.67,5.37,2,6,6,74.49,299.53,1,36,4.602059991
443.96,4.51,1,7,7,70.07,266.99,0,31,8.522878745
394.5,3.41,1,6,6,67.35,237.44,0,28,5.632644079
416.51,5.15,0,7,5,53.58,250.68,1,30,4.698970004
491.9,5.19,2,5,6,74.69,295.86,1,34,8.522878745
360.42,3.21,2,6,5,86.19,216.96,0,27,5.93930216
522.58,4.04,2,6,5,87.38,314.6,1,38,7.677780705
698.61,5.14,2,12,11,122.04,420.02,3,45,10.0
543.68,5.03,3,10,12,112.47,327.29,2,40,7.387216143
645.83,5.01,2,10,11,121.69,388.74,2,46,5.698970004
414.56,3.78,2,5,5,74.33,249.47,0,28,7.075720714
411.51,5.43,1,6,5,63.17,247.71,1,31,5.872895202
525.61,3.9,3,7,8,115.48,316.41,1,39,6.602059991
482.59,3.27,1,7,5,73.83,290.51,0,36,5.0
466.42,5.51,3,4,6,96.11,280.8,1,34,5.823908741
285.11,2.92,0,2,2,26.3,171.08,0,16,4.522878745
303.37,3.65,1,3,4,54.88,182.61,0,23,9.379968105
390.46,4.24,2,5,6,96.34,235.0,0,28,5.770000934
577.07,4.83,2,10,5,110.73,347.07,1,40,6.721246399
585.71,5.62,3,8,9,117.95,352.59,2,43,7.896196279
399.85,5.36,1,5,8,56.27,240.43,1,28,7.059981845
374.32,3.88,2,5,5,90.13,225.36,0,27,5.552841969
238.25,2.72,1,3,2,55.12,143.42,0,18,4.301029996
611.79,5.98,2,7,5,91.79,368.28,2,46,6.0
318.77,1.95,3,7,3,115.87,191.63,0,22,7.13667714
346.82,5.01,1,4,4,50.7,208.49,1,25,5.008773924
443.96,4.04,1,6,4,63.08,266.94,0,30,6.102372909
609.69,5.4,1,6,7,78.01,367.04,2,44,7.096910013
322.41,3.43,2,4,3,86.93,194.08,0,24,5.568636236
421.66,5.49,2,5,2,59.07,253.0,1,25,5.698970004
463.17,5.94,3,4,4,79.62,277.7,1,27,4.301029996
562.02,6.81,2,6,10,90.28,338.06,2,40,9.244125144
558.51,5.97,1,8,11,82.88,335.66,2,38,8.958607315
527.55,3.64,3,7,6,116.48,317.61,1,38,7.366531544
399.5,5.35,1,6,6,76.73,240.49,1,30,6.657577319
425.52,4.4,3,7,4,111.43,256.11,0,31,5.214670165
353.45,3.46,0,4,2,55.2,212.72,0,25,5.0
344.4,4.37,2,6,3,79.38,207.28,0,25,5.769551079
524.6,6.62,1,7,8,86.75,315.75,2,38,6.15490196
311.34,3.4,1,6,5,65.5,187.43,0,23,6.596879479
480.55,3.42,1,7,4,93.01,289.24,0,35,6.337242168
462.58,3.02,3,9,8,113.46,278.43,0,33,7.494850022
493.35,5.98,1,6,6,94.11,296.43,1,34,9.22184875
396.37,4.36,1,5,2,73.8,238.63,0,29,6.065501549
404.43,4.0,4,6,7,117.27,243.47,0,30,6.0
442.43,4.13,2,8,6,106.58,266.36,0,32,7.698970004
732.84,8.06,2,10,13,109.15,441.17,2,54,6.0
538.68,2.06,1,10,8,101.33,324.25,1,38,6.638272164
501.88,2.98,3,8,6,131.6,301.87,1,35,10.0
442.59,2.79,3,4,7,94.3,266.39,0,31,5.48148606
395.43,3.13,2,3,1,74.43,238.05,0,29,7.396855627
459.45,5.43,2,6,9,77.99,276.61,1,33,6.301029996
214.22,2.14,1,4,2,77.04,128.96,0,16,4.059999995
604.98,2.9,2,13,16,177.68,363.95,2,42,7.888401475
275.31,2.77,1,5,1,69.62,165.73,0,21,6.411168274
561.57,5.12,3,7,6,112.14,338.08,2,41,8.397940009
433.94,5.06,2,6,8,70.15,260.91,1,29,8.096910013
197.26,1.14,1,4,1,53.82,118.71,0,13,4.301029996
507.6,3.34,4,6,5,123.14,305.57,1,38,8.0
426.88,3.78,2,7,6,86.1,256.71,0,30,4.397940009
379.34,2.74,2,6,5,109.05,228.39,0,27,5.0
334.21,3.95,1,4,2,46.92,200.63,0,22,6.37675071
498.41,5.38,1,7,8,72.28,299.48,1,34,7.48148606
311.39,4.39,0,5,4,51.39,187.45,0,23,7.63638802
442.56,5.85,1,6,8,63.42,266.41,1,33,6.039053804
427.29,4.54,2,6,4,80.04,256.67,0,29,8.245651664
495.41,6.13,1,5,6,67.23,297.67,1,34,5.721246399
541.66,5.04,3,8,10,103.88,326.07,2,40,6.71219827
618.66,4.1,2,9,5,114.43,372.45,1,45,8.15490196
519.44,6.4,1,7,7,86.96,312.13,2,36,7.598599459
507.66,2.48,3,10,6,104.18,305.57,1,36,8.292429824
395.47,4.87,1,5,5,71.01,238.06,0,30,4.30980392
390.53,6.23,1,4,5,34.03,234.99,1,27,4.0
431.9,3.74,2,6,7,79.38,259.73,0,30,5.0
537.55,3.27,2,8,4,95.62,323.63,1,39,9.397940009
376.47,4.11,1,7,5,103.56,226.53,0,26,6.537602002
382.51,2.8,2,5,10,64.68,230.26,0,28,4.0
596.09,8.31,3,7,8,102.16,358.51,2,42,5.22184875
429.48,6.62,1,2,17,32.34,257.97,1,28,4.301029996
456.93,3.9,1,8,7,77.97,274.79,0,32,7.658565475
310.35,3.14,3,2,4,82.19,186.83,0,23,7.552841969
466.41,5.75,2,6,5,68.76,280.18,1,30,6.0
388.86,4.08,2,6,5,85.37,233.81,0,27,5.0
495.97,4.52,2,9,9,110.31,298.3,0,35,9.0
512.92,6.26,2,6,6,84.73,308.51,2,36,4.431798276
463.54,2.3,1,9,8,111.63,279.06,0,34,6.322393047
470.5,5.4,2,4,5,76.02,283.25,1,34,4.301029996
391.42,4.29,4,6,7,99.02,235.63,0,29,5.886056648
572.54,3.81,3,9,9,129.15,344.7,1,41,7.698970004
578.67,4.49,3,10,7,129.76,348.36,1,42,8.0
373.24,5.48,3,4,2,73.83,224.13,1,25,4.0
594.46,6.3,3,8,10,130.6,357.31,2,41,5.931814138
293.33,3.79,0,5,2,53.08,176.58,0,22,6.70333481
266.3,3.31,0,4,3,44.24,160.3,0,20,5.0
458.36,5.98,3,4,5,79.62,275.36,1,30,4.863279433
323.79,4.18,3,4,1,79.09,194.63,0,23,7.301029996
414.41,4.94,0,6,4,82.81,249.46,0,31,4.301029996
444.45,3.94,1,9,9,117.23,267.56,0,33,8.966576245
404.3,5.11,3,4,2,92.93,242.83,1,27,6.769551079
144.13,1.71,0,3,1,60.72,86.77,0,11,2.903089987
450.35,5.04,2,6,5,77.99,270.55,1,30,5.0
458.57,3.35,2,7,5,96.61,276.05,0,34,6.0
584.11,5.09,2,9,8,85.86,351.36,2,40,7.416801226
809.94,8.35,2,11,14,140.05,487.54,3,58,6.0
508.76,3.7,2,8,5,94.96,305.43,1,31,7.301029996
438.56,2.98,3,9,7,97.64,263.97,0,31,7.180456064
437.51,4.94,3,6,4,102.27,263.37,0,33,8.522878745
581.65,5.77,3,7,9,104.82,350.11,2,41,8.15490196
496.41,4.76,2,5,5,78.35,298.88,0,35,8.522878745
478.35,4.12,2,6,5,90.28,287.4,0,31,7.045757491
345.47,4.54,1,2,2,41.62,207.91,0,25,6.283996656
619.12,4.24,2,10,12,119.84,372.43,1,44,8.853871964
821.27,8.31,3,10,13,160.72,494.06,2,55,7.675717545
539.06,4.48,3,8,8,120.34,324.19,1,37,8.443697499
667.16,7.33,2,10,14,132.65,401.31,2,46,7.032452024
334.24,4.63,1,4,3,37.81,200.6,0,19,7.420216403
403.47,5.0,2,7,5,84.95,242.84,0,29,5.677780705
